Log_ID                               ,Order_ID    ,Trang_Thai   ,Thoi_Gian                  ,Mo_Ta
6db8e400-0be7-4163-9205-a406974bd551 ,HCM91742524 ,Đang giao    ,2025-12-03 20:15:19.144718 ,Shipper đã lấy hàng
752536a3-5709-408e-8c4e-97d4e6d1aca1 ,HCM91742524 ,Đã giao      ,2025-12-04 09:15:19.144718 ,Giao thành công
41b73113-05d4-4703-aa72-668b2dd94986 ,HCM72790072 ,Mới tạo      ,2025-11-30 00:22:38.836443 ,Shop tạo đơn tại TP.HCM
12b9db54-064d-475c-9811-7bc5b1ceeb1b ,HCM61906394 ,Mới tạo      ,2025-11-15 20:43:18.222187 ,Shop tạo đơn tại TP.HCM
94bfa5cb-a75a-4f7e-9235-48dd0ef64ab4 ,HCM61906394 ,Đã điều phối ,2025-11-15 21:13:18.222187 ,Gán cho Shipper SHP_002
07dae2ef-c564-4994-88a8-1122f4d1b360 ,HCM61906394 ,Đang giao    ,2025-11-15 23:13:18.222187 ,Shipper đã lấy hàng
98dbe242-21d3-47c2-bccb-146c8fa87be5 ,HCM61906394 ,Đang lấy     ,2025-11-16 11:13:18.222187 ,Giao thất bại/Hoàn trả
9c6ce532-1d68-4975-a5d4-facc07c27619 ,HCM16066920 ,Mới tạo      ,2025-11-16 05:24:55.185579 ,Shop tạo đơn tại TP.HCM
104e2bf6-3574-4272-a530-6f88ee9bda99 ,HCM16066920 ,Đã điều phối ,2025-11-16 05:54:55.185579 ,Gán cho Shipper SHP_012
7e1a3473-026f-4630-b274-82ee4252efbd ,HCM16066920 ,Đang giao    ,2025-11-16 07:54:55.185579 ,Shipper đã lấy hàng
8bda67c8-3361-4090-8562-1029b74e1012 ,HCM16066920 ,Đang giao    ,2025-11-16 10:54:55.185579 ,Giao thất bại/Hoàn trả
e525ed34-6507-4cd0-a0f6-2ff341f0a04e ,HCM80636307 ,Mới tạo      ,2025-12-03 22:41:46.687038 ,Shop tạo đơn tại TP.HCM
afc27fa8-f7af-4260-86e9-a5f1e53ea251 ,HCM80636307 ,Đã điều phối ,2025-12-03 23:11:46.687038 ,Gán cho Shipper SHP_011
dd07dfff-097f-4958-982b-8f692ed8756b ,HCM80636307 ,Đang giao    ,2025-12-04 01:11:46.687038 ,Shipper đã lấy hàng
4aa521c8-a408-4104-9df5-889082dd35d4 ,HCM80636307 ,Hoàn trả     ,2025-12-04 03:11:46.687038 ,Giao thất bại/Hoàn trả
5fa98c4f-bf4f-42f6-a23c-e4dbd234ddf0 ,HCM74859645 ,Mới tạo      ,2025-11-19 20:47:43.257167 ,Shop tạo đơn tại TP.HCM
dfd9a7d8-c6aa-462a-b754-d4caf4813963 ,HCM74859645 ,Đã điều phối ,2025-11-19 21:17:43.257167 ,Gán cho Shipper SHP_008
ad723985-a7ea-44a3-9ccd-6b69c703de81 ,HCM74859645 ,Đang giao    ,2025-11-19 23:17:43.257167 ,Shipper đã lấy hàng
4cdac4e6-b04c-4fa8-a1e7-eb4f6ec3e8f3 ,HCM74859645 ,Hoàn trả     ,2025-11-20 02:17:43.257167 ,Giao thất bại/Hoàn trả
f80f6278-2d26-441b-b84e-49839926955a ,HCM69273186 ,Mới tạo      ,2025-11-14 06:56:02.824549 ,Shop tạo đơn tại TP.HCM
b960ca4d-267f-478a-a84d-e02969520c9f ,HCM9368469  ,Mới tạo      ,2025-12-06 00:34:59.390805 ,Shop tạo đơn tại TP.HCM
8c31878b-d047-4a73-a2a8-0d086c953ef1 ,HCM70099204 ,Mới tạo      ,2025-11-25 20:35:05.829376 ,Shop tạo đơn tại TP.HCM
5f013a77-07e5-4128-8034-a4d8efa55ccc ,HCM70099204 ,Đã điều phối ,2025-11-25 21:05:05.829376 ,Gán cho Shipper SHP_001
5090ad4d-1561-41db-8d24-809dad8369c5 ,HCM70099204 ,Đang giao    ,2025-11-25 23:05:05.829376 ,Shipper đã lấy hàng
d9c9f770-a382-4fe4-98c2-4943fc497763 ,HCM70099204 ,Đã giao      ,2025-11-26 13:05:05.829376 ,Giao thành công
9b6c7c5b-ac66-4dbd-a7ef-41c17eb2d4b7 ,HCM36249834 ,Mới tạo      ,2025-11-15 23:32:31.748502 ,Shop tạo đơn tại TP.HCM
4a6bb322-f82a-4acb-a5ad-1975c436c065 ,HCM36249834 ,Đã điều phối ,2025-11-16 00:02:31.748502 ,Gán cho Shipper SHP_009
7ce26920-e14a-4655-8c2b-ae08d58d62f3 ,HCM36249834 ,Đang giao    ,2025-11-16 02:02:31.748502 ,Shipper đã lấy hàng
6d251775-ef1b-454b-a6c2-c8d7be98c2d4 ,HCM36249834 ,Hoàn trả     ,2025-11-16 12:02:31.748502 ,Giao thất bại/Hoàn trả
451e37af-c463-4591-b3e9-12957278f9ea ,HCM41639514 ,Mới tạo      ,2025-11-24 18:39:47.955418 ,Shop tạo đơn tại TP.HCM
301c421b-3635-4b05-9c88-c96999bf6d31 ,HCM41639514 ,Đã điều phối ,2025-11-24 19:09:47.955418 ,Gán cho Shipper SHP_011
0aaa4e45-0e53-4a2a-999c-39cf4c24e169 ,HCM41639514 ,Đang giao    ,2025-11-24 21:09:47.955418 ,Shipper đã lấy hàng
30471b8f-bdd4-499e-8914-7185bcd74fe6 ,HCM41639514 ,Đã giao      ,2025-11-25 13:09:47.955418 ,Giao thành công
ec60230c-2817-4d5d-a8f2-525b3ad3501b ,HCM36718625 ,Mới tạo      ,2025-11-21 23:47:26.305805 ,Shop tạo đơn tại TP.HCM
109dca99-c797-4a41-8279-dd4cff6b60b5 ,HCM74885592 ,Mới tạo      ,2025-11-26 17:19:49.107881 ,Shop tạo đơn tại TP.HCM
8cb93386-fd26-4ab6-a479-9df03f8de863 ,HCM74885592 ,Đã điều phối ,2025-11-26 17:49:49.107881 ,Gán cho Shipper SHP_008
33a38b96-2cec-4d27-b216-8bf0b738ffc3 ,HCM74885592 ,Đang giao    ,2025-11-26 19:49:49.107881 ,Shipper đã lấy hàng
fc5e5395-6f1a-4d5a-93ec-681e29fc8708 ,HCM74885592 ,Đã giao      ,2025-11-27 07:49:49.107881 ,Giao thành công
c9d70b9d-a8d8-48a3-8408-161299d2a5fb ,HCM19025324 ,Mới tạo      ,2025-11-14 07:29:15.518122 ,Shop tạo đơn tại TP.HCM
d36c7f4e-c664-4e56-867d-7c59e9db8d44 ,HCM89092007 ,Mới tạo      ,2025-12-05 00:56:58.536572 ,Shop tạo đơn tại TP.HCM
b1df6216-ffad-45ed-848f-7e4e2e6fbae6 ,HCM89092007 ,Đã điều phối ,2025-12-05 01:26:58.536572 ,Gán cho Shipper SHP_006
f086061c-6e71-49d6-8d76-a7804dd192ca ,HCM89092007 ,Đang giao    ,2025-12-05 03:26:58.536572 ,Shipper đã lấy hàng
8d3339f2-f0b0-4340-8885-391f8c83589e ,HCM89092007 ,Hoàn trả     ,2025-12-05 09:26:58.536572 ,Giao thất bại/Hoàn trả
90af348e-65a1-4f79-b159-e183473427e2 ,HCM478088   ,Mới tạo      ,2025-11-14 16:53:10.850670 ,Shop tạo đơn tại TP.HCM
7a43fe1f-f5b2-4b36-8c04-295e611c07a9 ,HCM14748121 ,Mới tạo      ,2025-12-06 18:43:26.477122 ,Shop tạo đơn tại TP.HCM
c73dc183-caf9-4813-bea3-3e706b0d00f6 ,HCM14748121 ,Đã điều phối ,2025-12-06 19:13:26.477122 ,Gán cho Shipper SHP_010
61b2d66f-7c1f-4330-bf2d-6ab89d923d39 ,HCM14748121 ,Đang giao    ,2025-12-06 21:13:26.477122 ,Shipper đã lấy hàng
76bd104b-82a1-4fd2-8135-cc7d5e2aa970 ,HCM14748121 ,Đang lấy     ,2025-12-07 10:13:26.477122 ,Giao thất bại/Hoàn trả
20b378ee-5475-4005-b42e-cf0e93e338d8 ,HCM80301823 ,Mới tạo      ,2025-11-20 04:11:07.788660 ,Shop tạo đơn tại TP.HCM
d96842dc-c549-4d29-8402-926b80466dd5 ,HCM51593071 ,Mới tạo      ,2025-12-05 11:44:20.475203 ,Shop tạo đơn tại TP.HCM
328c6261-6180-4f8e-812f-bbf4be265b29 ,HCM6298677  ,Mới tạo      ,2025-11-28 12:48:38.861255 ,Shop tạo đơn tại TP.HCM
9c3a076e-a559-4095-ac21-bb3dd0849833 ,HCM6298677  ,Đã điều phối ,2025-11-28 13:18:38.861255 ,Gán cho Shipper SHP_009
e9f68c24-14b8-496e-87ab-49d3c2a25223 ,HCM6298677  ,Đang giao    ,2025-11-28 15:18:38.861255 ,Shipper đã lấy hàng
4b64420b-bd81-4e3c-836e-b4dd88722813 ,HCM6298677  ,Đang lấy     ,2025-11-28 16:18:38.861255 ,Giao thất bại/Hoàn trả
69fe0c99-fda0-42d5-9cdb-ad1e61007f26 ,HCM77546907 ,Mới tạo      ,2025-11-15 12:36:22.210656 ,Shop tạo đơn tại TP.HCM
10b37a8c-e61a-4f14-876c-d35fe8ba2066 ,HCM79335863 ,Mới tạo      ,2025-12-02 06:18:54.044144 ,Shop tạo đơn tại TP.HCM
622783af-d88a-4d87-9855-13eacc13949b ,HCM79335863 ,Đã điều phối ,2025-12-02 06:48:54.044144 ,Gán cho Shipper SHP_008
cd6bf2fc-3aa4-40a6-9d80-fd5328ba1096 ,HCM79335863 ,Đang giao    ,2025-12-02 08:48:54.044144 ,Shipper đã lấy hàng
6700eeba-3bb2-4a8e-a266-7453320cc80f ,HCM79335863 ,Đang giao    ,2025-12-03 07:48:54.044144 ,Giao thất bại/Hoàn trả
32d090db-7b99-4b82-9ef5-7578fed4a26a ,HCM77447764 ,Mới tạo      ,2025-11-28 10:52:07.620604 ,Shop tạo đơn tại TP.HCM
c7a119b3-8de4-4fe8-ba80-ada6b4322bef ,HCM77447764 ,Đã điều phối ,2025-11-28 11:22:07.620604 ,Gán cho Shipper SHP_002
398e15aa-999c-4348-89b3-ff7858fb5a4e ,HCM77447764 ,Đang giao    ,2025-11-28 13:22:07.620604 ,Shipper đã lấy hàng
863957b7-8291-4724-86be-0b1d21718747 ,HCM77447764 ,Đang giao    ,2025-11-29 12:22:07.620604 ,Giao thất bại/Hoàn trả
20fe8974-e892-4bd1-a41e-8557f5623228 ,HCM90771721 ,Mới tạo      ,2025-12-08 20:41:29.852018 ,Shop tạo đơn tại TP.HCM
98041a73-dcfe-4532-b69d-ab87728991bb ,HCM23061151 ,Mới tạo      ,2025-11-22 15:08:55.604326 ,Shop tạo đơn tại TP.HCM
ec855b02-e45f-4588-a3d5-ee175c8aaa0d ,HCM30478759 ,Mới tạo      ,2025-12-05 01:39:15.880235 ,Shop tạo đơn tại TP.HCM
4e3b5c47-1203-464c-8aed-92457e4f2a48 ,HCM30478759 ,Đã điều phối ,2025-12-05 02:09:15.880235 ,Gán cho Shipper SHP_005
235ae293-d0d6-4281-a913-2da119d84c1c ,HCM30478759 ,Đang giao    ,2025-12-05 04:09:15.880235 ,Shipper đã lấy hàng
63b095aa-059f-438a-9aee-3d77b046d32b ,HCM30478759 ,Đã giao      ,2025-12-05 22:09:15.880235 ,Giao thành công
1d9b1421-02a8-43aa-990f-806e1c36e93d ,HCM40732084 ,Mới tạo      ,2025-11-16 13:23:09.436293 ,Shop tạo đơn tại TP.HCM
d0640a50-20cb-4713-b343-41c1e8692777 ,HCM40732084 ,Đã điều phối ,2025-11-16 13:53:09.436293 ,Gán cho Shipper SHP_011
dfc7b257-10f7-4af1-9ba6-5f7473eec37a ,HCM40732084 ,Đang giao    ,2025-11-16 15:53:09.436293 ,Shipper đã lấy hàng
d3c7e6ba-ec99-432c-a767-1cafe5cbdc24 ,HCM40732084 ,Đã giao      ,2025-11-17 09:53:09.436293 ,Giao thành công
c7d0c0bd-6285-44b8-93e2-54813a2e7420 ,HCM8419331  ,Mới tạo      ,2025-11-11 21:01:53.219347 ,Shop tạo đơn tại TP.HCM
f7296233-812d-4bda-a9b5-aa3743baca09 ,HCM8419331  ,Đã điều phối ,2025-11-11 21:31:53.219347 ,Gán cho Shipper SHP_015
0be398fb-1d8f-44a1-860d-910e2c471bb1 ,HCM8419331  ,Đang giao    ,2025-11-11 23:31:53.219347 ,Shipper đã lấy hàng
0765e46c-6cfb-4d94-9af8-715ae7ed28ea ,HCM8419331  ,Hoàn trả     ,2025-11-12 16:31:53.219347 ,Giao thất bại/Hoàn trả
75b4645e-422b-4374-9cd2-e406ed7eae1d ,HCM62362417 ,Mới tạo      ,2025-12-08 14:20:01.602181 ,Shop tạo đơn tại TP.HCM
fb20362a-4fd6-49a5-8d68-7a8a47b55b59 ,HCM62362417 ,Đã điều phối ,2025-12-08 14:50:01.602181 ,Gán cho Shipper SHP_015
91784320-530f-4e81-becb-cd2df37c9c56 ,HCM62362417 ,Đang giao    ,2025-12-08 16:50:01.602181 ,Shipper đã lấy hàng
8e402ec4-4127-48e7-b487-90d6fb00285a ,HCM62362417 ,Hoàn trả     ,2025-12-08 17:50:01.602181 ,Giao thất bại/Hoàn trả
91bcba64-7d50-44c0-87c4-1af0e61c68ad ,HCM92751649 ,Mới tạo      ,2025-11-17 03:07:38.541317 ,Shop tạo đơn tại TP.HCM
95f6e289-d316-405d-a109-d7b576741a15 ,HCM92751649 ,Đã điều phối ,2025-11-17 03:37:38.541317 ,Gán cho Shipper SHP_015
72bc3350-2b0d-43d1-8bbb-45d49c100911 ,HCM92751649 ,Đang giao    ,2025-11-17 05:37:38.541317 ,Shipper đã lấy hàng
12ad33cd-895e-454e-b98f-3f5de8123574 ,HCM92751649 ,Đang giao    ,2025-11-17 10:37:38.541317 ,Giao thất bại/Hoàn trả
825a5df1-6e5c-4db8-89ab-456894b3feba ,HCM63840258 ,Mới tạo      ,2025-11-10 21:38:48.226061 ,Shop tạo đơn tại TP.HCM
8a0e922e-ee28-4650-96fb-2e5cd118db3e ,HCM63840258 ,Đã điều phối ,2025-11-10 22:08:48.226061 ,Gán cho Shipper SHP_003
e1a71c53-63d1-43ad-b90c-324248589d71 ,HCM63840258 ,Đang giao    ,2025-11-11 00:08:48.226061 ,Shipper đã lấy hàng
a148fbf4-3d01-4aec-b56b-f5d43bc3048f ,HCM63840258 ,Đang giao    ,2025-11-11 19:08:48.226061 ,Giao thất bại/Hoàn trả
381adc09-3dae-413a-bf90-dccbb2b7f3a3 ,HCM44060466 ,Mới tạo      ,2025-11-28 14:55:18.228479 ,Shop tạo đơn tại TP.HCM
c1a7c5c8-6844-49a6-ac70-478b86a73a53 ,HCM44060466 ,Đã điều phối ,2025-11-28 15:25:18.228479 ,Gán cho Shipper SHP_010
f31c9fcd-0d41-41aa-921f-29cc61e2e8f8 ,HCM44060466 ,Đang giao    ,2025-11-28 17:25:18.228479 ,Shipper đã lấy hàng
4b492977-6a0d-43c4-bf6a-60e9534e7807 ,HCM44060466 ,Đang lấy     ,2025-11-28 21:25:18.228479 ,Giao thất bại/Hoàn trả
991dbf9b-9c5e-49cd-be11-447b60372567 ,HCM95868528 ,Mới tạo      ,2025-11-14 22:54:18.734173 ,Shop tạo đơn tại TP.HCM
e7dd6056-1b9a-426b-b1cd-1632e74d5698 ,HCM95868528 ,Đã điều phối ,2025-11-14 23:24:18.734173 ,Gán cho Shipper SHP_010
551a1108-3ace-470c-a890-ddc58742057f ,HCM95868528 ,Đang giao    ,2025-11-15 01:24:18.734173 ,Shipper đã lấy hàng
13cc9ee9-aeca-4eb9-bf9f-12fe451d39d6 ,HCM95868528 ,Đang lấy     ,2025-11-15 03:24:18.734173 ,Giao thất bại/Hoàn trả
a367d81e-3b1e-462d-9ae6-c390cf6b5445 ,HCM40274589 ,Mới tạo      ,2025-12-02 10:21:27.458826 ,Shop tạo đơn tại TP.HCM
ad723d89-f807-42d4-8931-557e96fb1149 ,HCM40274589 ,Đã điều phối ,2025-12-02 10:51:27.458826 ,Gán cho Shipper SHP_010
69513c0a-c4fe-4330-95b1-3b96db31dc46 ,HCM40274589 ,Đang giao    ,2025-12-02 12:51:27.458826 ,Shipper đã lấy hàng
850fc6f9-5f30-46db-bdff-e9bf4aa897ed ,HCM40274589 ,Hoàn trả     ,2025-12-03 10:51:27.458826 ,Giao thất bại/Hoàn trả
80e719c1-e257-4575-bef4-905643136f87 ,HCM16366513 ,Mới tạo      ,2025-11-26 20:41:11.067449 ,Shop tạo đơn tại TP.HCM
c8874633-420c-4d5a-b74c-177a30d567b8 ,HCM16366513 ,Đã điều phối ,2025-11-26 21:11:11.067449 ,Gán cho Shipper SHP_006
a07ce1cd-4c20-4c89-bbd6-6f45ad527a7e ,HCM16366513 ,Đang giao    ,2025-11-26 23:11:11.067449 ,Shipper đã lấy hàng
002c829e-3012-4db5-98df-a2a87bb48ee5 ,HCM16366513 ,Đang giao    ,2025-11-27 00:11:11.067449 ,Giao thất bại/Hoàn trả
ef1c9cfd-e3a7-494e-9143-8f68d350d051 ,HCM32594006 ,Mới tạo      ,2025-11-12 02:52:42.157640 ,Shop tạo đơn tại TP.HCM
2ae24ae4-dd59-41b3-8b59-a82a7daf13fb ,HCM32594006 ,Đã điều phối ,2025-11-12 03:22:42.157640 ,Gán cho Shipper SHP_010
35f282fd-c744-4467-82f0-4e26d58d4f96 ,HCM32594006 ,Đang giao    ,2025-11-12 05:22:42.157640 ,Shipper đã lấy hàng
9c045d19-873d-4fe6-b444-c2238fb3ffbe ,HCM32594006 ,Đang lấy     ,2025-11-12 21:22:42.157640 ,Giao thất bại/Hoàn trả
76047ca1-d443-431b-81f3-0850d27e5cbe ,HCM19767451 ,Mới tạo      ,2025-11-29 07:02:18.069658 ,Shop tạo đơn tại TP.HCM
95085989-4f51-4eb0-aff4-7bad8f79225b ,HCM49283915 ,Mới tạo      ,2025-11-23 01:01:38.969931 ,Shop tạo đơn tại TP.HCM
607a91bf-219d-4ade-bf28-cf1f6e2300a1 ,HCM49283915 ,Đã điều phối ,2025-11-23 01:31:38.969931 ,Gán cho Shipper SHP_004
0c479ddc-d380-48c7-aa04-7266639bf881 ,HCM49283915 ,Đang giao    ,2025-11-23 03:31:38.969931 ,Shipper đã lấy hàng
2272823b-076a-415c-b7c2-a10cdd7dce40 ,HCM49283915 ,Đã giao      ,2025-11-23 17:31:38.969931 ,Giao thành công
929dc932-8ff4-4985-a7b1-c7fcee216f85 ,HCM27694602 ,Mới tạo      ,2025-12-03 02:30:34.612146 ,Shop tạo đơn tại TP.HCM
9fc0e04f-0bd9-42bd-bca3-0e0f44562d52 ,HCM27694602 ,Đã điều phối ,2025-12-03 03:00:34.612146 ,Gán cho Shipper SHP_008
1f4ac246-4088-40eb-bbf1-78fbbdee23d2 ,HCM27694602 ,Đang giao    ,2025-12-03 05:00:34.612146 ,Shipper đã lấy hàng
996fd9a8-2c9a-42a3-aac9-81d09f9df322 ,HCM27694602 ,Đang giao    ,2025-12-03 08:00:34.612146 ,Giao thất bại/Hoàn trả
4e385bf8-d17d-408c-be99-8126242833fc ,HCM60187128 ,Mới tạo      ,2025-11-13 11:13:10.312403 ,Shop tạo đơn tại TP.HCM
a3e90524-fbd2-4703-a607-b5e7436d5ac5 ,HCM85425677 ,Mới tạo      ,2025-12-02 19:30:08.695482 ,Shop tạo đơn tại TP.HCM
e605b21a-2a96-460a-814e-c0014f10cef8 ,HCM6480267  ,Mới tạo      ,2025-11-18 09:22:59.820616 ,Shop tạo đơn tại TP.HCM
5ac47042-c69b-4976-8bff-32d29a3e3255 ,HCM6480267  ,Đã điều phối ,2025-11-18 09:52:59.820616 ,Gán cho Shipper SHP_014
54444f8a-b2a6-4110-8fcb-b66670fc3a7d ,HCM6480267  ,Đang giao    ,2025-11-18 11:52:59.820616 ,Shipper đã lấy hàng
2ef7f3be-394f-4d77-b03f-da5010ae3df2 ,HCM6480267  ,Đã giao      ,2025-11-18 18:52:59.820616 ,Giao thành công
4a5edf62-c414-44a6-8398-5691e8ae26d1 ,HCM42681610 ,Mới tạo      ,2025-11-09 15:09:38.097606 ,Shop tạo đơn tại TP.HCM
d95802de-4522-49ef-8a6f-c925a7b60cd8 ,HCM42681610 ,Đã điều phối ,2025-11-09 15:39:38.097606 ,Gán cho Shipper SHP_013
e432711c-fe0d-422a-926d-8fd26d22f44a ,HCM42681610 ,Đang giao    ,2025-11-09 17:39:38.097606 ,Shipper đã lấy hàng
bc51dc92-15ad-4117-b521-dc9841965820 ,HCM42681610 ,Hoàn trả     ,2025-11-09 20:39:38.097606 ,Giao thất bại/Hoàn trả
bc82f462-f28d-49a9-9b63-75d700787811 ,HCM15032902 ,Mới tạo      ,2025-11-09 13:22:45.370520 ,Shop tạo đơn tại TP.HCM
c4c6f27a-92fa-49f8-ab8e-a4d899e6158c ,HCM15032902 ,Đã điều phối ,2025-11-09 13:52:45.370520 ,Gán cho Shipper SHP_003
25e921ad-2152-4ca9-afa9-06fd1ee690eb ,HCM15032902 ,Đang giao    ,2025-11-09 15:52:45.370520 ,Shipper đã lấy hàng
e7d2a8ae-10bf-4cc0-8283-961f7c7a2c6d ,HCM15032902 ,Đã giao      ,2025-11-10 09:52:45.370520 ,Giao thành công
e67cf0df-4f10-49c6-9f83-e9a8ef2ffbf7 ,HCM20529463 ,Mới tạo      ,2025-11-14 20:27:41.124112 ,Shop tạo đơn tại TP.HCM
9715f26f-f8c5-4158-ad48-29febf975bba ,HCM9143094  ,Mới tạo      ,2025-11-10 16:29:43.307839 ,Shop tạo đơn tại TP.HCM
b3155ea6-353a-4dde-8eba-1cec75602493 ,HCM9143094  ,Đã điều phối ,2025-11-10 16:59:43.307839 ,Gán cho Shipper SHP_004
33ec7cfb-e2e0-49a4-88d1-1797416b4918 ,HCM9143094  ,Đang giao    ,2025-11-10 18:59:43.307839 ,Shipper đã lấy hàng
c77e2464-e256-40b1-a778-9516d63dc676 ,HCM9143094  ,Đang lấy     ,2025-11-11 13:59:43.307839 ,Giao thất bại/Hoàn trả
5375706e-0346-49a5-ad81-736126b3cfd2 ,HCM2832896  ,Mới tạo      ,2025-11-09 07:32:21.255151 ,Shop tạo đơn tại TP.HCM
06b1faa7-140f-4bf3-84ee-5fb4d05c2a40 ,HCM2832896  ,Đã điều phối ,2025-11-09 08:02:21.255151 ,Gán cho Shipper SHP_003
a45b80aa-72bf-4c51-83f8-8b1b2359440a ,HCM2832896  ,Đang giao    ,2025-11-09 10:02:21.255151 ,Shipper đã lấy hàng
9c9ad437-fcc7-4cc1-aef0-0b6163f9b323 ,HCM2832896  ,Hoàn trả     ,2025-11-10 00:02:21.255151 ,Giao thất bại/Hoàn trả
777f103b-dc3a-4e75-a5c1-870a51a9391c ,HCM89272886 ,Mới tạo      ,2025-11-09 21:02:03.752995 ,Shop tạo đơn tại TP.HCM
c60a0d8f-3faa-4d7c-b27f-63a2ac26ccb7 ,HCM89272886 ,Đã điều phối ,2025-11-09 21:32:03.752995 ,Gán cho Shipper SHP_001
c8a33eff-38fc-4091-b6c3-3e1968c30c67 ,HCM89272886 ,Đang giao    ,2025-11-09 23:32:03.752995 ,Shipper đã lấy hàng
7d55ed27-7c40-42b1-83cf-f5248874a668 ,HCM89272886 ,Đang giao    ,2025-11-10 21:32:03.752995 ,Giao thất bại/Hoàn trả
a7f145ea-57d2-46ba-8b34-de1ea8292ea8 ,HCM82897500 ,Mới tạo      ,2025-11-11 03:30:53.913805 ,Shop tạo đơn tại TP.HCM
25826078-281a-4743-ac0e-6e7cb643d4a5 ,HCM82897500 ,Đã điều phối ,2025-11-11 04:00:53.913805 ,Gán cho Shipper SHP_013
be4f06c2-0dbe-495a-afb0-04b84f6fd24b ,HCM82897500 ,Đang giao    ,2025-11-11 06:00:53.913805 ,Shipper đã lấy hàng
4feb0b53-5310-497b-8b73-e6529d7a1b3c ,HCM82897500 ,Hoàn trả     ,2025-11-11 17:00:53.913805 ,Giao thất bại/Hoàn trả
74866660-30a8-4a48-8cba-c6e673352c08 ,HCM31734914 ,Mới tạo      ,2025-11-27 16:01:02.766459 ,Shop tạo đơn tại TP.HCM
1e868fcf-9942-4c63-b341-73f634fd3766 ,HCM57911946 ,Mới tạo      ,2025-12-07 21:01:27.744322 ,Shop tạo đơn tại TP.HCM
5142dfc8-8bc1-404e-9579-91b8b18550fa ,HCM57911946 ,Đã điều phối ,2025-12-07 21:31:27.744322 ,Gán cho Shipper SHP_008
21693c07-ebea-4505-b002-641763b0ed35 ,HCM57911946 ,Đang giao    ,2025-12-07 23:31:27.744322 ,Shipper đã lấy hàng
2870579c-d207-46c2-be59-0fe491470b4b ,HCM57911946 ,Đang lấy     ,2025-12-08 05:31:27.744322 ,Giao thất bại/Hoàn trả
498f7e12-cf9d-4460-b309-a1090907e492 ,HCM32285384 ,Mới tạo      ,2025-11-16 00:17:42.114534 ,Shop tạo đơn tại TP.HCM
76dbdaf4-b4c0-4d36-b059-f5a1b93a2891 ,HCM32285384 ,Đã điều phối ,2025-11-16 00:47:42.114534 ,Gán cho Shipper SHP_001
c9f518f0-9369-41fa-a9d1-9536e7fafe87 ,HCM32285384 ,Đang giao    ,2025-11-16 02:47:42.114534 ,Shipper đã lấy hàng
4bdbf0cd-88e7-48f6-97bd-d75ec486790b ,HCM32285384 ,Đang lấy     ,2025-11-16 22:47:42.114534 ,Giao thất bại/Hoàn trả
fa15bbf5-80f9-44f9-8547-8f435a9d7fce ,HCM1913557  ,Mới tạo      ,2025-11-17 21:26:25.152236 ,Shop tạo đơn tại TP.HCM
7134dcea-e995-4d0a-a1c4-42468ce13a78 ,HCM1913557  ,Đã điều phối ,2025-11-17 21:56:25.152236 ,Gán cho Shipper SHP_009
1afb449c-0925-47a0-860d-4556964d3342 ,HCM1913557  ,Đang giao    ,2025-11-17 23:56:25.152236 ,Shipper đã lấy hàng
84c7c873-6a6d-4dc2-8593-edf3f583f07b ,HCM1913557  ,Đã giao      ,2025-11-18 02:56:25.152236 ,Giao thành công
3169b637-975b-489f-a82e-b4be7de94c6d ,HCM74437320 ,Mới tạo      ,2025-11-20 13:14:42.045774 ,Shop tạo đơn tại TP.HCM
e3ba0a0d-64fc-4037-bb29-ebb173307ee5 ,HCM74437320 ,Đã điều phối ,2025-11-20 13:44:42.045774 ,Gán cho Shipper SHP_007
b8af30e4-d97e-476c-941a-6bae6adea306 ,HCM74437320 ,Đang giao    ,2025-11-20 15:44:42.045774 ,Shipper đã lấy hàng
29732cdd-aa31-4d67-a06d-38ee87974067 ,HCM74437320 ,Đang lấy     ,2025-11-21 04:44:42.045774 ,Giao thất bại/Hoàn trả
4b729289-aaab-41dc-99f1-965317de5123 ,HCM95429626 ,Mới tạo      ,2025-12-04 07:00:58.183572 ,Shop tạo đơn tại TP.HCM
85c4e71e-4320-4e34-946e-e6f79f7625ea ,HCM43468261 ,Mới tạo      ,2025-11-14 21:12:54.794862 ,Shop tạo đơn tại TP.HCM
a2c0e2f9-4098-42e2-953f-fdbacd242979 ,HCM43468261 ,Đã điều phối ,2025-11-14 21:42:54.794862 ,Gán cho Shipper SHP_001
e74b32bc-2f0b-4cd0-8b4b-bfff25e3e5ee ,HCM43468261 ,Đang giao    ,2025-11-14 23:42:54.794862 ,Shipper đã lấy hàng
f2146176-1caf-4935-b48a-ed6e783b3444 ,HCM43468261 ,Đang lấy     ,2025-11-15 22:42:54.794862 ,Giao thất bại/Hoàn trả
48d149db-70d5-407b-826f-e0781c0f6f70 ,HCM8960149  ,Mới tạo      ,2025-11-15 10:04:18.434369 ,Shop tạo đơn tại TP.HCM
6bcd91ba-5dd2-4415-a0a3-6eeab8f9e31f ,HCM8960149  ,Đã điều phối ,2025-11-15 10:34:18.434369 ,Gán cho Shipper SHP_010
ce1c6e23-3ac8-4343-975c-dabb56c9f918 ,HCM8960149  ,Đang giao    ,2025-11-15 12:34:18.434369 ,Shipper đã lấy hàng
7fd0cd02-8586-417a-ac6f-2aca8750cbe4 ,HCM8960149  ,Hoàn trả     ,2025-11-16 03:34:18.434369 ,Giao thất bại/Hoàn trả
